HomeTeam,AwayTeam,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,MW,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,Year,Month,Day
Reading,West Ham,H,21,22,37,23,0.5,1.15,20.0,1,4,0,0,1,0,0,0,0,0,-0.8,-0.05,-0.65,-0.15,2012,12,29
Stoke,Southampton,NH,18,26,14,37,1.4,0.85,20.0,9,5,0,0,0,0,0,0,0,0,0.2,-0.55,0.55,0.2,2012,12,29
Sunderland,Tottenham,NH,20,34,24,25,1.1,1.65,20.0,9,10,0,0,0,0,0,0,0,0,-0.2,0.45,-0.55,-0.05,2012,12,29
Everton,Chelsea,NH,32,39,23,18,1.65,1.9,20.0,11,12,0,0,0,0,0,0,0,0,0.45,1.05,-0.25,-0.05,2012,12,30
QPR,Liverpool,NH,16,28,33,26,0.5,1.25,20.0,5,9,0,0,0,0,0,0,0,0,-0.85,0.1,-0.75,-0.2,2012,12,30
Man City,Stoke,H,34,18,16,14,1.95,1.4,20.0,7,9,0,0,0,0,0,0,0,0,0.9,0.2,0.55,-0.1,2013,1,1
Southampton,Arsenal,NH,26,39,37,21,0.85,1.65,20.0,5,12,0,0,0,0,0,0,0,0,-0.55,0.9,-0.8,-0.35,2013,1,1
Swansea,Aston Villa,NH,29,15,24,39,1.3333333333333333,0.8571428571428571,21.0,5,4,0,0,0,0,0,0,0,0,0.238095238095238,-1.1428571428571428,0.4761904761904761,0.0476190476190476,2013,1,1
Tottenham,Reading,H,36,22,26,37,1.7142857142857142,0.6190476190476191,21.0,10,4,0,0,0,0,0,0,1,0,0.4761904761904761,-0.7142857142857143,1.0952380952380951,0.2857142857142857,2013,1,1
West Brom,Fulham,NH,28,30,25,36,1.5714285714285714,1.0,21.0,7,4,0,0,0,0,0,0,0,0,0.1428571428571428,-0.2857142857142857,0.5714285714285714,0.1428571428571428,2013,1,1
West Ham,Norwich,H,24,23,24,32,1.238095238095238,1.1904761904761905,21.0,4,6,0,0,0,0,0,0,0,0,0.0,-0.4285714285714285,0.0476190476190476,-0.0952380952380952,2013,1,1
Wigan,Man United,NH,22,50,35,28,0.8571428571428571,2.333333333333333,21.0,4,13,0,0,0,0,0,0,0,0,-0.6190476190476191,1.0476190476190477,-1.4761904761904765,-0.4285714285714285,2013,1,1
Chelsea,QPR,NH,39,16,19,36,1.809523809523809,0.4761904761904761,21.0,12,4,1,0,0,0,0,0,0,0,0.9523809523809524,-0.9523809523809524,1.3333333333333333,0.3809523809523809,2013,2,1
Liverpool,Sunderland,H,31,21,26,26,1.3333333333333333,1.0476190476190477,21.0,9,9,0,0,0,0,0,0,0,0,0.238095238095238,-0.238095238095238,0.2857142857142857,0.0,2013,2,1
Newcastle,Everton,NH,26,33,37,25,0.9523809523809524,1.5714285714285714,21.0,3,10,0,0,0,0,0,0,0,0,-0.5238095238095238,0.3809523809523809,-0.6190476190476191,-0.3333333333333333,2013,2,1
Aston Villa,Southampton,NH,15,27,39,38,0.8571428571428571,0.8571428571428571,21.0,4,6,0,0,0,0,0,0,0,0,-1.1428571428571428,-0.5238095238095238,0.0,-0.0952380952380952,2013,12,1
Everton,Swansea,NH,33,29,25,24,1.5714285714285714,1.3333333333333333,21.0,10,5,0,0,0,0,0,0,0,0,0.3809523809523809,0.238095238095238,0.238095238095238,0.238095238095238,2013,12,1
Fulham,Wigan,NH,32,22,37,39,1.0909090909090908,0.8181818181818182,22.0,4,3,0,0,0,0,0,0,1,0,-0.2272727272727272,-0.7727272727272727,0.2727272727272727,0.0454545454545454,2013,12,1
Norwich,Newcastle,NH,24,27,34,39,1.1363636363636365,0.9090909090909092,22.0,3,3,0,0,0,0,0,0,0,0,-0.4545454545454545,-0.5454545454545454,0.2272727272727272,0.0,2013,12,1
QPR,Tottenham,NH,17,39,36,27,0.5909090909090909,1.7727272727272727,22.0,6,13,0,0,0,0,0,0,0,0,-0.8636363636363636,0.5454545454545454,-1.181818181818182,-0.3181818181818182,2013,12,1
Reading,West Brom,H,23,29,40,27,0.5909090909090909,1.5,22.0,4,7,0,0,0,0,0,0,0,0,-0.7727272727272727,0.0909090909090909,-0.9090909090909092,-0.1363636363636363,2013,12,1
Stoke,Chelsea,NH,21,43,20,19,1.318181818181818,1.8636363636363635,22.0,6,12,0,0,0,0,1,0,0,0,0.0454545454545454,1.0909090909090908,-0.5454545454545454,-0.2727272727272727,2013,12,1
Sunderland,West Ham,H,21,24,29,27,1.0,1.181818181818182,22.0,6,4,0,0,0,0,0,0,0,0,-0.3636363636363636,-0.1363636363636363,-0.1818181818181818,0.0909090909090909,2013,12,1
Arsenal,Man City,NH,40,41,24,19,1.5454545454545454,2.0454545454545454,22.0,10,12,1,0,0,0,0,0,0,0,0.7272727272727273,1.0,-0.5,-0.0909090909090909,2013,1,13
Man United,Liverpool,H,54,34,28,26,2.363636363636364,1.4090909090909092,22.0,13,9,0,0,0,0,0,0,0,0,1.181818181818182,0.3636363636363636,0.9545454545454546,0.1818181818181818,2013,1,13
Chelsea,Southampton,NH,43,28,19,38,1.8636363636363635,0.9545454545454546,22.0,12,6,1,0,0,0,0,0,0,0,1.0909090909090908,-0.4545454545454545,0.9090909090909092,0.2727272727272727,2013,1,16
Liverpool,Norwich,H,34,24,26,34,1.4090909090909092,1.1363636363636365,22.0,9,3,0,0,0,0,0,0,0,0,0.3636363636363636,-0.4545454545454545,0.2727272727272727,0.2727272727272727,2013,1,19
Man City,Fulham,H,43,33,19,38,2.0869565217391304,1.0869565217391304,23.0,12,5,0,0,0,0,0,0,0,0,1.0434782608695652,-0.217391304347826,1.0,0.3043478260869565,2013,1,19
Newcastle,Reading,NH,27,26,39,42,0.9130434782608696,0.6956521739130435,23.0,4,7,0,0,0,0,0,0,0,0,-0.5217391304347826,-0.6956521739130435,0.217391304347826,-0.1304347826086956,2013,1,19
Swansea,Stoke,H,31,21,26,24,1.3043478260869563,1.2608695652173914,23.0,7,5,0,0,0,0,0,0,0,0,0.217391304347826,-0.1304347826086956,0.0434782608695652,0.0869565217391304,2013,1,19
West Brom,Aston Villa,NH,31,17,30,42,1.434782608695652,0.8260869565217391,23.0,6,1,0,0,0,0,0,0,1,0,0.0434782608695652,-1.0869565217391304,0.6086956521739131,0.217391304347826,2013,1,19
West Ham,QPR,NH,25,17,28,36,1.173913043478261,0.6086956521739131,23.0,4,4,0,0,0,0,0,0,1,0,-0.1304347826086956,-0.8260869565217391,0.5652173913043478,0.0,2013,1,19
Wigan,Sunderland,NH,23,24,40,29,0.8260869565217391,1.0869565217391304,23.0,4,9,0,0,0,0,0,0,0,0,-0.7391304347826086,-0.217391304347826,-0.2608695652173913,-0.217391304347826,2013,1,19
Chelsea,Arsenal,H,45,41,21,26,1.826086956521739,1.4782608695652173,23.0,10,7,0,0,0,0,0,0,0,0,1.0434782608695652,0.6521739130434783,0.3478260869565217,0.1304347826086956,2013,1,20
Tottenham,Man United,NH,39,56,27,29,1.7391304347826086,2.391304347826087,23.0,11,13,0,0,0,0,0,0,0,0,0.5217391304347826,1.173913043478261,-0.6521739130434783,-0.0869565217391304,2013,1,20
Southampton,Everton,NH,30,35,40,26,0.9565217391304348,1.608695652173913,23.0,7,10,0,0,0,0,0,0,0,0,-0.4347826086956521,0.391304347826087,-0.6521739130434783,-0.1304347826086956,2013,1,21
Arsenal,West Ham,H,41,25,26,28,1.4782608695652173,1.173913043478261,23.0,7,4,0,0,0,0,0,0,0,0,0.6521739130434783,-0.1304347826086956,0.3043478260869565,0.1304347826086956,2013,1,23
Aston Villa,Newcastle,NH,19,28,44,41,0.8333333333333334,0.875,24.0,2,1,0,0,0,0,0,0,1,0,-1.0416666666666667,-0.5416666666666666,-0.0416666666666666,0.0416666666666666,2013,1,29
QPR,Man City,NH,18,45,37,19,0.625,2.125,24.0,5,12,0,0,0,0,0,0,0,0,-0.7916666666666666,1.0833333333333333,-1.5,-0.2916666666666667,2013,1,29
Stoke,Wigan,NH,22,25,27,43,1.2083333333333333,0.7916666666666666,24.0,4,4,0,0,0,0,0,0,0,0,-0.2083333333333333,-0.75,0.4166666666666667,0.0,2013,1,29
Sunderland,Swansea,NH,27,34,31,27,1.1666666666666667,1.375,24.0,9,9,0,0,0,0,0,0,0,0,-0.1666666666666666,0.2916666666666667,-0.2083333333333333,0.0,2013,1,29
Arsenal,Liverpool,NH,46,40,27,28,1.5416666666666667,1.4166666666666667,24.0,7,9,0,0,0,0,0,0,0,0,0.7916666666666666,0.5,0.125,-0.0833333333333333,2013,1,30
Everton,West Brom,H,35,33,26,32,1.5833333333333333,1.4166666666666667,24.0,8,4,0,0,0,0,0,0,0,0,0.375,0.0416666666666666,0.1666666666666666,0.1666666666666666,2013,1,30
Fulham,West Ham,H,33,26,40,33,1.0416666666666667,1.125,24.0,5,4,0,0,0,0,0,0,0,0,-0.2916666666666667,-0.2916666666666667,-0.0833333333333333,0.0416666666666666,2013,1,30
Man United,Southampton,H,57,30,30,40,2.333333333333333,0.9583333333333334,24.0,13,7,1,0,0,0,0,0,0,0,1.125,-0.4166666666666667,1.375,0.25,2013,1,30
Norwich,Tottenham,NH,24,40,39,28,1.0833333333333333,1.7083333333333333,24.0,1,11,0,0,1,0,1,0,0,0,-0.625,0.5,-0.625,-0.4166666666666667,2013,1,30
Reading,Chelsea,NH,28,47,43,22,0.7916666666666666,1.875,24.0,10,10,0,0,0,0,0,0,0,0,-0.625,1.0416666666666667,-1.0833333333333333,0.0,2013,1,30
Arsenal,Stoke,H,48,24,29,29,1.52,1.2,25.0,5,2,0,0,0,0,0,0,0,0,0.76,-0.2,0.32,0.12,2013,2,2
Everton,Aston Villa,NH,37,20,27,46,1.64,0.8,25.0,8,2,0,0,0,0,0,0,0,0,0.4,-1.04,0.84,0.24,2013,2,2
Fulham,Man United,NH,36,59,41,31,1.12,2.36,25.0,7,13,0,0,0,0,1,0,0,0,-0.2,1.12,-1.24,-0.24,2013,2,2
Newcastle,Chelsea,H,30,49,42,24,0.96,1.84,25.0,4,8,0,0,0,0,0,0,0,0,-0.48,1.0,-0.88,-0.16,2013,2,2
QPR,Norwich,NH,18,25,37,40,0.64,1.08,25.0,6,2,0,0,0,0,0,0,0,0,-0.76,-0.6,-0.44,0.16,2013,2,2
Reading,Sunderland,H,30,27,45,31,0.8,1.16,25.0,10,7,0,0,0,0,0,0,0,0,-0.6,-0.16,-0.36,0.12,2013,2,2
West Ham,Swansea,H,27,34,36,27,1.08,1.36,25.0,4,9,0,0,0,0,0,0,0,0,-0.36,0.28,-0.28,-0.2,2013,2,2
Wigan,Southampton,NH,27,31,45,42,0.8,0.92,25.0,5,6,0,0,0,0,0,0,0,0,-0.72,-0.44,-0.12,-0.04,2013,2,2
Man City,Liverpool,NH,45,42,19,30,2.08,1.4,25.0,13,10,1,0,0,0,0,0,0,0,1.04,0.48,0.68,0.12,2013,3,2
West Brom,Tottenham,NH,34,41,34,29,1.36,1.68,25.0,1,9,0,0,1,0,0,0,0,0,0.0,0.48,-0.32,-0.32,2013,3,2
Chelsea,Wigan,H,51,29,27,47,1.7692307692307692,0.8076923076923077,26.0,8,3,0,0,0,0,0,0,0,0,0.9230769230769232,-0.6923076923076923,0.9615384615384616,0.1923076923076923,2013,9,2
Norwich,Fulham,NH,25,36,40,42,1.0769230769230769,1.0769230769230769,26.0,3,7,0,0,0,0,0,0,0,0,-0.5769230769230769,-0.2307692307692307,0.0,-0.1538461538461538,2013,9,2
Southampton,Man City,H,33,47,44,21,0.9230769230769232,2.0384615384615383,26.0,6,11,0,0,0,0,1,0,0,0,-0.4230769230769231,1.0,-1.1153846153846154,-0.1923076923076923,2013,9,2
Stoke,Reading,H,24,32,30,46,1.1538461538461535,0.8846153846153846,26.0,1,10,0,0,1,0,0,0,0,0,-0.2307692307692307,-0.5384615384615384,0.2692307692307692,-0.3461538461538461,2013,9,2
Sunderland,Arsenal,NH,28,49,33,29,1.1153846153846154,1.5769230769230769,26.0,7,7,0,0,0,0,0,0,0,0,-0.1923076923076923,0.7692307692307693,-0.4615384615384615,0.0,2013,9,2
Swansea,QPR,H,34,18,28,37,1.3076923076923077,0.6538461538461539,26.0,6,7,0,0,0,0,0,0,0,0,0.2307692307692307,-0.7307692307692307,0.6538461538461539,-0.0384615384615384,2013,9,2
Tottenham,Newcastle,H,42,33,29,44,1.7307692307692308,1.0384615384615383,26.0,9,7,0,0,0,0,0,0,0,0,0.5,-0.4230769230769231,0.6923076923076923,0.0769230769230769,2013,9,2
Aston Villa,West Ham,H,23,28,49,36,0.8076923076923077,1.1538461538461535,26.0,3,4,0,0,0,0,0,0,0,0,-1.0,-0.3076923076923077,-0.3461538461538461,-0.0384615384615384,2013,10,2
Man United,Everton,H,60,40,31,30,2.3846153846153846,1.6153846153846154,26.0,13,9,0,0,0,0,0,0,0,0,1.1153846153846154,0.3846153846153846,0.7692307692307693,0.1538461538461538,2013,10,2
Liverpool,West Brom,NH,44,34,32,35,1.3846153846153846,1.3076923076923077,26.0,8,1,0,0,0,0,0,0,0,0,0.4615384615384615,-0.0384615384615384,0.0769230769230769,0.2692307692307692,2013,11,2
Liverpool,Swansea,H,44,38,34,29,1.3333333333333333,1.3703703703703705,27.0,5,8,0,0,0,0,0,0,0,0,0.3703703703703703,0.3333333333333333,-0.037037037037037,-0.1111111111111111,2013,2,17
Arsenal,Aston Villa,H,50,25,29,50,1.6296296296296295,0.8888888888888888,27.0,10,5,0,0,0,0,0,0,0,0,0.7777777777777778,-0.925925925925926,0.7407407407407407,0.1851851851851851,2013,2,23
Fulham,Stoke,H,36,26,42,31,1.0740740740740742,1.2222222222222223,27.0,5,4,0,0,0,0,0,0,0,0,-0.2222222222222222,-0.1851851851851851,-0.1481481481481481,0.037037037037037,2013,2,23
Norwich,Everton,H,25,40,40,32,1.0740740740740742,1.5555555555555556,27.0,4,6,0,0,0,0,0,0,0,0,-0.5555555555555556,0.2962962962962963,-0.4814814814814814,-0.074074074074074,2013,2,23
QPR,Man United,NH,19,62,41,31,0.6296296296296297,2.4074074074074074,27.0,4,13,0,0,0,0,0,0,0,0,-0.8148148148148148,1.148148148148148,-1.7777777777777777,-0.3333333333333333,2013,2,23
Reading,Wigan,NH,33,30,48,51,0.8518518518518519,0.7777777777777778,27.0,10,3,0,0,0,0,0,0,0,0,-0.5555555555555556,-0.7777777777777778,0.074074074074074,0.2592592592592592,2013,2,23
West Brom,Sunderland,H,36,28,35,34,1.3703703703703705,1.0740740740740742,27.0,4,7,0,0,0,0,0,0,0,0,0.037037037037037,-0.2222222222222222,0.2962962962962963,-0.1111111111111111,2013,2,23
Man City,Chelsea,H,48,55,24,28,1.962962962962963,1.8148148148148149,27.0,8,8,0,0,0,0,0,0,0,0,0.8888888888888888,1.0,0.1481481481481481,0.0,2013,2,24
Newcastle,Southampton,H,34,36,46,45,1.0,1.0,27.0,7,6,0,0,0,0,0,0,0,0,-0.4444444444444444,-0.3333333333333333,0.0,0.037037037037037,2013,2,24
West Ham,Tottenham,NH,29,44,38,30,1.1111111111111112,1.7777777777777777,27.0,4,9,0,0,0,0,0,0,0,0,-0.3333333333333333,0.5185185185185185,-0.6666666666666666,-0.1851851851851851,2013,2,25
Chelsea,West Brom,H,55,38,30,36,1.75,1.4285714285714286,28.0,7,7,0,0,0,0,0,0,0,0,0.8928571428571429,0.0714285714285714,0.3214285714285714,0.0,2013,2,3
Everton,Reading,H,41,33,34,51,1.5,0.8214285714285714,28.0,5,7,0,0,0,0,0,0,0,0,0.25,-0.6428571428571429,0.6785714285714286,-0.0714285714285714,2013,2,3
Man United,Norwich,H,64,27,31,41,2.4285714285714284,1.1428571428571428,28.0,13,6,0,0,0,0,0,0,0,0,1.1785714285714286,-0.5,1.2857142857142858,0.25,2013,2,3
Southampton,QPR,NH,38,19,49,43,0.9642857142857144,0.6071428571428571,28.0,5,3,0,0,0,0,0,0,0,0,-0.3928571428571428,-0.8571428571428571,0.3571428571428571,0.0714285714285714,2013,2,3
Stoke,West Ham,NH,26,31,32,41,1.1785714285714286,1.0714285714285714,28.0,4,3,0,0,0,0,0,0,0,0,-0.2142857142857142,-0.3571428571428571,0.1071428571428571,0.0357142857142857,2013,2,3
Sunderland,Fulham,NH,29,37,36,42,1.0357142857142858,1.1428571428571428,28.0,4,7,0,0,0,0,0,0,0,0,-0.25,-0.1785714285714285,-0.1071428571428571,-0.1071428571428571,2013,2,3
Swansea,Newcastle,H,38,38,34,48,1.3214285714285714,1.0714285714285714,28.0,7,9,0,0,0,0,0,0,0,0,0.1428571428571428,-0.3571428571428571,0.25,-0.0714285714285714,2013,2,3
Wigan,Liverpool,NH,33,49,51,34,0.8571428571428571,1.3928571428571428,28.0,5,8,0,0,0,0,0,0,0,0,-0.6428571428571429,0.5357142857142857,-0.5357142857142857,-0.1071428571428571,2013,2,3
Tottenham,Arsenal,H,47,52,32,30,1.8214285714285716,1.6785714285714286,28.0,11,13,0,0,0,0,0,0,0,0,0.5357142857142857,0.7857142857142857,0.1428571428571428,-0.0714285714285714,2013,3,3
Aston Villa,Man City,NH,26,50,52,24,0.8571428571428571,2.0,28.0,5,8,0,0,0,0,0,0,0,0,-0.9285714285714286,0.9285714285714286,-1.1428571428571428,-0.1071428571428571,2013,4,3
Norwich,Southampton,NH,27,39,45,51,1.103448275862069,0.9310344827586208,29.0,6,4,0,0,0,0,0,0,0,0,-0.6206896551724138,-0.4137931034482758,0.1724137931034483,0.0689655172413793,2013,9,3
QPR,Sunderland,H,21,31,44,38,0.6896551724137931,1.0344827586206895,29.0,5,2,0,0,0,0,0,0,0,0,-0.7931034482758621,-0.2413793103448276,-0.3448275862068966,0.1034482758620689,2013,9,3
Reading,Aston Villa,NH,34,26,54,53,0.7931034482758621,0.8275862068965517,29.0,4,4,0,0,0,0,0,0,0,0,-0.6896551724137931,-0.9310344827586208,-0.0344827586206896,0.0,2013,9,3
West Brom,Swansea,H,38,39,37,34,1.3793103448275863,1.3793103448275863,29.0,6,7,0,0,0,0,0,0,0,0,0.0344827586206896,0.1724137931034483,0.0,-0.0344827586206896,2013,9,3
Liverpool,Tottenham,H,53,49,34,33,1.4482758620689655,1.862068965517241,29.0,8,13,0,0,0,0,0,0,0,0,0.6551724137931034,0.5517241379310345,-0.4137931034482758,-0.1724137931034483,2013,10,3
Newcastle,Stoke,H,38,26,49,33,1.0344827586206895,1.137931034482759,29.0,9,4,0,0,0,0,0,0,0,0,-0.3793103448275862,-0.2413793103448276,-0.1034482758620689,0.1724137931034483,2013,10,3
Aston Villa,QPR,H,26,21,53,44,0.8275862068965517,0.6896551724137931,29.0,4,5,0,0,0,0,0,0,0,0,-0.9310344827586208,-0.7931034482758621,0.1379310344827586,-0.0344827586206896,2013,3,16
Everton,Man City,H,44,51,35,24,1.5517241379310345,2.034482758620689,29.0,7,8,0,0,0,0,0,0,0,0,0.3103448275862069,0.9310344827586208,-0.4827586206896552,-0.0344827586206896,2013,3,16
Man United,Reading,H,68,34,31,54,2.4482758620689653,0.7931034482758621,29.0,15,4,1,1,0,0,0,0,0,0,1.2758620689655171,-0.6896551724137931,1.6551724137931034,0.3793103448275862,2013,3,16
Southampton,Liverpool,H,39,53,51,34,0.9310344827586208,1.4482758620689655,29.0,4,8,0,0,0,0,0,0,0,0,-0.4137931034482758,0.6551724137931034,-0.5172413793103449,-0.1379310344827586,2013,3,16
Stoke,West Brom,NH,27,40,35,38,1.1,1.4333333333333331,30.0,3,9,0,0,0,0,0,0,0,0,-0.2666666666666666,0.0666666666666666,-0.3333333333333333,-0.2,2013,3,16
Swansea,Arsenal,NH,40,55,36,32,1.3333333333333333,1.6666666666666667,30.0,6,12,0,0,0,0,1,0,0,0,0.1333333333333333,0.7666666666666667,-0.3333333333333333,-0.2,2013,3,16
Chelsea,West Ham,H,58,32,30,43,1.8333333333333333,1.1,30.0,9,6,0,0,0,0,0,0,0,0,0.9333333333333332,-0.3666666666666666,0.7333333333333333,0.1,2013,3,17
Sunderland,Norwich,NH,32,27,41,45,1.0,1.1,30.0,1,6,0,0,1,0,0,0,0,0,-0.3,-0.6,-0.1,-0.1666666666666666,2013,3,17
Tottenham,Fulham,NH,51,40,36,44,1.8,1.2,30.0,12,8,1,0,0,0,0,0,0,0,0.5,-0.1333333333333333,0.6,0.1333333333333333,2013,3,17
Wigan,Newcastle,H,35,40,56,50,0.9,1.1,30.0,7,9,0,0,0,0,0,0,0,0,-0.7,-0.3333333333333333,-0.2,-0.0666666666666666,2013,3,17
Arsenal,Reading,H,55,35,32,56,1.6666666666666667,0.7666666666666667,30.0,12,3,1,0,0,0,0,0,0,0,0.7666666666666667,-0.7,0.9,0.3,2013,3,30
Everton,Stoke,H,46,27,35,35,1.6,1.1,30.0,7,3,0,0,0,0,0,0,0,0,0.3666666666666666,-0.2666666666666666,0.5,0.1333333333333333,2013,3,30
Man City,Newcastle,H,51,40,26,50,1.9666666666666663,1.1,30.0,7,9,0,0,0,0,0,0,0,0,0.8333333333333334,-0.3333333333333333,0.8666666666666667,-0.0666666666666666,2013,3,30
Southampton,Chelsea,H,39,58,51,30,0.9333333333333332,1.8333333333333333,30.0,5,9,0,0,0,0,0,0,0,0,-0.4,0.9333333333333332,-0.9,-0.1333333333333333,2013,3,30
Sunderland,Man United,NH,33,70,42,31,1.0,2.4838709677419355,31.0,2,15,0,0,0,0,1,1,0,0,-0.2903225806451613,1.2580645161290325,-1.4838709677419355,-0.4193548387096774,2013,3,30
Swansea,Tottenham,NH,40,51,38,37,1.2903225806451613,1.7419354838709675,31.0,6,9,0,0,0,0,1,0,0,0,0.064516129032258,0.4516129032258064,-0.4516129032258064,-0.0967741935483871,2013,3,30
West Ham,West Brom,H,35,40,44,38,1.1612903225806452,1.4193548387096775,31.0,6,10,0,0,0,0,0,0,0,0,-0.2903225806451613,0.064516129032258,-0.2580645161290322,-0.1290322580645161,2013,3,30
Wigan,Norwich,H,36,28,56,46,0.967741935483871,1.096774193548387,31.0,9,6,0,0,0,0,0,0,0,0,-0.6451612903225806,-0.5806451612903226,-0.1290322580645161,0.0967741935483871,2013,3,30
Aston Villa,Liverpool,NH,31,57,56,39,0.967741935483871,1.4516129032258065,31.0,9,9,0,0,0,0,0,0,0,0,-0.8064516129032258,0.5806451612903226,-0.4838709677419355,0.0,2013,3,31
Fulham,QPR,H,43,26,46,48,1.2580645161290325,0.7419354838709677,31.0,11,6,0,0,0,0,0,0,0,0,-0.0967741935483871,-0.7096774193548387,0.5161290322580645,0.1612903225806451,2013,1,4
Norwich,Swansea,NH,28,40,46,38,1.096774193548387,1.2903225806451613,31.0,6,6,0,0,0,0,0,0,0,0,-0.5806451612903226,0.064516129032258,-0.1935483870967742,0.0,2013,6,4
Reading,Southampton,NH,35,42,57,52,0.7419354838709677,1.0,31.0,0,7,0,0,1,1,0,0,0,0,-0.7096774193548387,-0.3225806451612903,-0.2580645161290322,-0.2258064516129032,2013,6,4
Stoke,Aston Villa,NH,27,31,35,56,1.096774193548387,0.967741935483871,31.0,4,9,0,0,0,0,0,0,0,0,-0.2580645161290322,-0.8064516129032258,0.1290322580645161,-0.1612903225806451,2013,6,4
West Brom,Arsenal,NH,40,59,38,33,1.4193548387096775,1.7096774193548387,31.0,10,12,0,0,0,0,0,0,0,0,0.064516129032258,0.8387096774193549,-0.2903225806451613,-0.064516129032258,2013,6,4
Chelsea,Sunderland,H,61,33,33,43,1.8125,0.96875,32.0,9,2,0,0,0,0,0,0,0,0,0.875,-0.3125,0.84375,0.21875,2013,7,4
Liverpool,West Ham,NH,59,35,40,44,1.5,1.15625,32.0,12,7,1,0,0,0,0,0,0,0,0.59375,-0.28125,0.34375,0.15625,2013,7,4
Newcastle,Fulham,H,41,43,56,47,1.03125,1.21875,32.0,6,10,0,0,0,0,0,0,0,0,-0.46875,-0.125,-0.1875,-0.125,2013,7,4
QPR,Wigan,NH,28,37,51,57,0.71875,0.96875,32.0,6,10,0,0,0,0,0,0,0,0,-0.71875,-0.625,-0.25,-0.125,2013,7,4
Tottenham,Everton,NH,53,49,38,37,1.78125,1.625,32.0,9,10,0,0,0,0,0,0,0,0,0.46875,0.375,0.15625,-0.03125,2013,7,4
Man United,Man City,NH,71,57,33,27,2.40625,2.03125,32.0,12,12,1,0,0,0,0,0,0,0,1.1875,0.9375,0.375,0.0,2013,8,4
Arsenal,Norwich,H,61,28,34,47,1.75,1.0625,32.0,12,5,0,0,0,0,0,0,0,0,0.84375,-0.59375,0.6875,0.21875,2013,4,13
Aston Villa,Fulham,NH,32,43,58,47,0.9375,1.21875,32.0,6,10,0,0,0,0,0,0,0,0,-0.8125,-0.125,-0.28125,-0.125,2013,4,13
Everton,QPR,H,49,28,37,51,1.625,0.71875,32.0,10,6,0,0,0,0,0,0,0,0,0.375,-0.71875,0.90625,0.125,2013,4,13
Reading,Liverpool,NH,36,59,61,40,0.71875,1.5,32.0,0,12,0,0,1,1,1,0,0,0,-0.78125,0.59375,-0.78125,-0.375,2013,4,13
Southampton,West Ham,NH,46,36,53,45,1.121212121212121,1.1515151515151516,33.0,10,8,0,0,0,0,0,0,0,0,-0.2121212121212121,-0.2727272727272727,-0.0303030303030303,0.0606060606060606,2013,4,13
Newcastle,Sunderland,NH,42,34,56,45,1.0909090909090908,0.9393939393939394,33.0,6,2,0,0,0,0,0,0,0,0,-0.4242424242424242,-0.3333333333333333,0.1515151515151515,0.1212121212121212,2013,4,14
Stoke,Man United,NH,28,73,39,33,1.0303030303030305,2.4242424242424243,33.0,1,12,0,0,0,0,1,0,0,0,-0.3333333333333333,1.2121212121212122,-1.393939393939394,-0.3333333333333333,2013,4,14
Arsenal,Everton,NH,64,51,35,37,1.7878787878787878,1.6666666666666667,33.0,12,13,0,0,0,0,1,0,0,0,0.8787878787878788,0.4242424242424242,0.1212121212121212,-0.0303030303030303,2013,4,16
Fulham,Chelsea,NH,44,64,48,33,1.2121212121212122,1.8484848484848484,33.0,8,12,0,0,0,0,0,0,0,0,-0.1212121212121212,0.9393939393939394,-0.6363636363636364,-0.1212121212121212,2013,4,17
Man City,Wigan,H,58,37,27,58,2.060606060606061,0.9393939393939394,33.0,12,7,0,0,0,0,0,0,0,0,0.9393939393939394,-0.6363636363636364,1.121212121212121,0.1515151515151515,2013,4,17
West Ham,Man United,NH,36,73,45,33,1.1515151515151516,2.4242424242424243,33.0,8,12,0,0,0,0,1,0,0,0,-0.2727272727272727,1.2121212121212122,-1.2727272727272727,-0.1212121212121212,2013,4,17
Fulham,Arsenal,NH,44,64,48,35,1.2121212121212122,1.7878787878787878,33.0,8,12,0,0,0,0,0,0,0,0,-0.1212121212121212,0.8787878787878788,-0.5757575757575758,-0.1212121212121212,2013,4,20
Norwich,Reading,H,30,36,49,63,1.0606060606060606,0.696969696969697,33.0,3,0,0,0,0,0,0,0,1,1,-0.5757575757575758,-0.8181818181818182,0.3636363636363636,0.0909090909090909,2013,4,20
QPR,Stoke,NH,29,28,52,39,0.7272727272727273,1.0303030303030305,33.0,7,1,0,0,0,0,0,0,0,0,-0.696969696969697,-0.3333333333333333,-0.303030303030303,0.1818181818181818,2013,4,20
Sunderland,Everton,H,37,51,45,37,1.0,1.6470588235294117,34.0,4,11,0,0,0,0,0,0,0,0,-0.2352941176470588,0.4117647058823529,-0.6470588235294118,-0.2058823529411764,2013,4,20
Swansea,Southampton,NH,43,47,42,54,1.2352941176470589,1.1176470588235294,34.0,2,11,0,0,1,0,0,0,0,0,0.0294117647058823,-0.2058823529411764,0.1176470588235294,-0.2647058823529412,2013,4,20
